Event Date,Key,Product,Product Family,Year,Month,Order to Batch Creation,Batch Creation to Packaging,Packaging to QA Release,Order Creation to QA Release
25-Jun-15,10159539B7216H14,AVASTIN 400MG/16ML 1VIAL HR,AVASTIN ,2015,6,19,2,12,33
25-Jun-15,10084182H6255H13,BONVIVA 3MG/3ML 1ASRG MX,BONVIVA ,2015,6,18,10,0,28
25-Jun-15,10095665H0548H08,MIRCERA 250MCG/.3ML 1 ASRG CZSKHUSI,MIRCERA ,2015,6,18,24,4,46
25-Jun-15,10095584H0520H17,MIRCERA 50MCG/.3ML 1 ASRG CZSKHUSI,MIRCERA ,2015,6,6,8,8,22
25-Jun-15,10095655H0548H39,MIRCERA 200MCG/.3ML 1 ASRG BE-NL,MIRCERA ,2015,6,18,44,6,68
25-Jun-15,10095626H0565H07,MIRCERA 100MCG/.3ML 1 ASRG BE-NL,MIRCERA ,2015,6,54,10,4,68
25-Jun-15,10095636H0547H24,MIRCERA 120MCG/.3ML 1 ASRG BE-NL,MIRCERA ,2015,6,0,9,17,4
25-Jun-15,10095666H0548H09,MIRCERA 250MCG/.3ML 1 ASRG BE-NL,MIRCERA ,2015,6,18,45,7,70
25-Jun-15,10159514B7220H03,AVASTIN 400MG/16ML 1VIAL BE,AVASTIN ,2015,6,35,11,10,56
25-Jun-15,10109001H0564H01,NEORECOR 500IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2015,6,26,9,12,47
25-Jun-15,10108983H0625H26,NEORECOR 30000IU/.6ML 4 ASRG DEATBENL,NEORECOR ,2015,6,55,13,8,76
25-Jun-15,10108991H6252H04,NEORECOR 4000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2015,6,39,15,6,60
25-Jun-15,10159248H4586H07,HERCEPTI 150MG 1VILY IV NL,HERCEPTI ,2015,6,15,6,11,32
25-Jun-15,10159047B8502H08,AVASTIN 100MG/4ML 1VIAL NL,AVASTIN ,2015,6,22,5,8,35
25-Jun-15,10108930H0683H04,NEORECOR 50000IU 1 VILY AT-DE,NEORECOR ,2015,6,7,7,5,19
25-Jun-15,10159226H4594H01,HERCEPTI 150MG 1VILY IV AT,HERCEPTI ,2015,6,20,8,18,46
25-Jun-15,10108971H6221H03,NEORECOR 3000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2015,6,12,14,9,35
25-Jun-15,10159513B8000H04,AVASTIN 400MG/16ML 1VIAL AT,AVASTIN ,2015,6,54,9,0,63
#NUM!,10108983H0625H26,NEORECOR 30000IU/.6ML 4 ASRG DEATBENL,NEORECOR ,#NUM!,#NUM!,0,13,8,0
25-Jun-15,10061974H1082H13,BONDRONA 6MG/6ML 1VIAL AT,BONDRONA ,2015,6,26,17,3,46
25-Jun-15,10108940H6208H02,NEORECOR 10000IU/.6ML 6 ASRG DEATBENL,NEORECOR ,2015,6,18,17,11,46
25-Jun-15,10109008H6214H08,NEORECOR 5000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2015,6,12,16,11,39
25-Jun-15,10109027H0614H05,NEORECOR 6000IU/.3ML 6 ASRG SC,NEORECOR ,2015,6,22,20,6,48
25-Jun-15,10159517B7220H01,AVASTIN 400MG/16ML 1VIAL DE,AVASTIN ,2015,6,29,6,11,46
25-Jun-15,10098949H0548H41,MIRCERA 200MCG/.3ML 1 ASRG DE,MIRCERA ,2015,6,48,14,8,70
25-Jun-15,10098964H0558H06,MIRCERA 75MCG/.3ML 1 ASRG DE,MIRCERA ,2015,6,29,34,11,74
25-Jun-15,10159212N1038H01,HERCEPTI 150MG 1VILY IV DE,HERCEPTI ,2015,6,11,3,5,19
25-Jun-15,10108930H0683H04,NEORECOR 50000IU 1 VILY AT-DE,NEORECOR ,2015,6,7,7,5,19
25-Jun-15,10108940H6208H04,NEORECOR 10000IU/.6ML 6 ASRG DEATBENL,NEORECOR ,2015,6,49,12,6,67
25-Jun-15,10109020H0614H04,NEORECOR 6000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2015,6,18,10,11,39
25-Jun-15,10109008H6215H07,NEORECOR 5000IU/.3ML 6 ASRG DEATBENL,NEORECOR ,2015,6,40,15,6,61
25-Jun-15,10159212N1035H05,HERCEPTI 150MG 1VILY IV DE,HERCEPTI ,2015,6,0,16,15,29
25-Jun-15,10159517B7220H01,AVASTIN 400MG/16ML 1VIAL DE,AVASTIN ,2015,6,29,6,11,46
25-Jun-15,10159031B8502H09,AVASTIN 100MG/4ML 1VIAL DE,AVASTIN ,2015,6,22,6,11,39
25-Jun-15,10159254H4586H10,HERCEPTI 150MG 1VILY IV SE-FI,HERCEPTI ,2015,6,36,12,8,56
25-Jun-15,10159254H4594H05,HERCEPTI 150MG 1VILY IV SE-FI,HERCEPTI ,2015,6,36,12,9,57
25-Jun-15,10159517B7220H01,AVASTIN 400MG/16ML 1VIAL DE,AVASTIN ,2015,6,29,6,11,46
25-Jun-15,10159051B8502H15,AVASTIN 100MG/4ML 1VIAL SE-FI,AVASTIN ,2015,6,35,7,12,54
25-Jun-15,10159536B7220H06,AVASTIN 400MG/16ML 1VIAL SE-FI,AVASTIN ,2015,6,35,13,8,56
25-Jun-15,10109005H0564H05,NEORECOR 500IU/.3ML 6 ASRG PL,NEORECOR ,2015,6,29,14,10,53
25-Jun-15,10109026H6214H04,NEORECOR 6000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,6,22,20,4,46
25-Jun-15,10108957H6281H03,NEORECOR 2000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,6,25,23,7,55
25-Jun-15,10108997H6253H04,NEORECOR 4000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,6,41,12,10,63
25-Jun-15,10108975H6220H02,NEORECOR 3000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,6,33,9,5,47
25-Jun-15,10159250H4595H01,HERCEPTI 150MG 1VILY IV PL,HERCEPTI ,2015,6,39,14,8,61
25-Jun-15,10159048B8502H12,AVASTIN 100MG/4ML 1VIAL PL,AVASTIN ,2015,6,35,5,7,47
25-Jun-15,10159250H4586H05,HERCEPTI 150MG 1VILY IV PL,HERCEPTI ,2015,6,15,5,8,28
25-Jun-15,10159051B8502H15,AVASTIN 100MG/4ML 1VIAL SE-FI,AVASTIN ,2015,6,35,7,12,54
25-Jun-15,10159536B7216H17,AVASTIN 400MG/16ML 1VIAL SE-FI,AVASTIN ,2015,6,22,10,10,42
25-Jun-15,10159536B7220H06,AVASTIN 400MG/16ML 1VIAL SE-FI,AVASTIN ,2015,6,35,13,8,56
25-Jun-15,10159254H4594H02,HERCEPTI 150MG 1VILY IV SE-FI,HERCEPTI ,2015,6,21,7,18,46
25-Jun-15,10108958H6282H03,NEORECOR 2000IU/.3ML 6 ASRG SC,NEORECOR ,2015,6,42,15,6,63
25-Jun-15,10110640H0823H03,RECORMON 2000IU/.3ML 6 ASRG EFA,RECORMON ,2015,6,41,12,16,69
25-Jun-15,10110672H0666H04,RECORMON 4000IU/.3ML 6 ASRG EFA,RECORMON ,2015,6,71,10,31,112
25-Jun-15,10110662H0568H06,RECORMON 3000IU/.3ML 6 ASRG EFA,RECORMON ,2015,6,36,6,6,48
25-Jun-15,10132790H0823H05,RECORMON 2000IU/0.3ML 6ASRG FA,RECORMON ,2015,6,41,8,20,69
25-Jun-15,10107681H0549H02,MIRCERA 200MCG/.3ML 1 ASRG EFA-36,MIRCERA ,2015,6,62,27,24,113
25-Jun-15,10132790H0823H05,RECORMON 2000IU/0.3ML 6ASRG FA,RECORMON ,2015,6,41,8,20,69
25-Jun-15,10107675H0558H04,MIRCERA 75MCG/.3ML 1 ASRG EFA-36,MIRCERA ,2015,6,19,1,9,29
25-Jun-15,10109027H0614H05,NEORECOR 6000IU/.3ML 6 ASRG SC,NEORECOR ,2015,6,22,20,6,48
25-Jun-15,10108946H6209H01,NEORECOR 10000IU/.6ML 6 ASRG RO-BG-PL,NEORECOR ,2015,6,27,16,5,48
25-Jun-15,10108975H6220H02,NEORECOR 3000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,6,33,9,5,47
25-Jun-15,10159230H4586H02,HERCEPTI 150MG 1VILY IV BG,HERCEPTI ,2015,6,15,4,9,28
25-Jun-15,10159029B8503H01,AVASTIN 100MG/4ML 1VIAL BG,AVASTIN ,2015,6,26,2,13,41
25-Jun-15,10109026H6214H04,NEORECOR 6000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,6,22,20,4,46
25-Jun-15,10111638H1084H06,BONDRONA 6MG/6ML 1VIAL FE,BONDRONA ,2015,6,26,17,0,43
25-Jun-15,10110686H0644H05,RECORMON 5000IU/.3ML 6 ASRG FE,RECORMON ,2015,6,41,13,6,60
25-Jun-15,10110645H0626H05,RECORMON 30000IU/.6ML 1 ASRG FE,RECORMON ,2015,6,21,4,8,33
25-Jun-15,10110674H0663H02,RECORMON 4000IU/.3ML 6 ASRG FE,RECORMON ,2015,6,40,14,3,57
25-Jun-15,10110674H0663H02,RECORMON 4000IU/.3ML 6 ASRG FE,RECORMON ,2015,6,40,14,3,57
25-Jun-15,10067617H0683H05,RECORMON 50000IU 1VILY FE,RECORMON ,2015,6,7,8,20,35
25-Jun-15,10107354H0551H08,MIRCERA 150MCG/.3ML 1 ASRG FE-36,MIRCERA ,2015,6,5,14,10,29
25-Jun-15,10107352H0565H04,MIRCERA 100MCG/.3ML 1 ASRG FE-36,MIRCERA ,2015,6,4,15,10,29
25-Jun-15,10071604H6255H14,BONVIVA 3MG/3ML 1ASRG FE,BONVIVA ,2015,6,19,14,0,33
25-Jun-15,10107351H0558H01,MIRCERA 75MCG/.3ML 1 ASRG FE-36,MIRCERA ,2015,6,15,5,7,27
25-Jun-15,10110612H0635H07,RECORMON 10000IU/.6ML 6 ASRG FE,RECORMON ,2015,6,21,14,8,43
25-Jun-15,10110636H0626H04,RECORMON 30000IU/.6ML 4 ASRG FE,RECORMON ,2015,6,7,8,11,26
25-Jun-15,10110637H0823H01,RECORMON 2000IU/.3ML 6 ASRG FE,RECORMON ,2015,6,41,7,21,69
25-Jun-15,10095681H0550H07,MIRCERA 30MCG/.3ML 1 ASRG IT-PU,MIRCERA ,2015,6,55,8,8,71
25-Jun-15,10095581H0019H11,MIRCERA 360MCG/0.6ML 1ASRG IT-PU,MIRCERA ,2015,6,20,44,13,77
25-Jun-15,10095600H0558H05,MIRCERA 75MCG/.3ML 1 ASRG FR,MIRCERA ,2015,6,29,34,8,71
25-Jun-15,10110644H0823H04,RECORMON 2000IU/.3ML 6 ASRG CIS,RECORMON ,2015,6,41,12,16,69
25-Jun-15,10110637H0823H01,RECORMON 2000IU/.3ML 6 ASRG FE,RECORMON ,2015,6,41,7,21,69
25-Jun-15,10095681H0550H05,MIRCERA 30MCG/.3ML 1 ASRG IT-PU,MIRCERA ,2015,6,6,8,8,22
25-Jun-15,10095678H0550H09,MIRCERA 30MCG/.3ML 1 ASRG FR,MIRCERA ,2015,6,57,35,5,97
25-Jun-15,10110644H0823H04,RECORMON 2000IU/.3ML 6 ASRG CIS,RECORMON ,2015,6,41,12,16,69
25-Jun-15,10109016H6215H05,NEORECOR 5000IU/.3ML 6 ASRG SC,NEORECOR ,2015,6,28,12,3,43
25-Jun-15,10129627H6255H11,BONVIVA 3MG/3ML 1ASRG KR,BONVIVA ,2015,6,18,17,1,36
25-Jun-15,10129627H6262H06U2,BONVIVA 3MG/3ML 1ASRG KR,BONVIVA ,2015,6,155,26,0,181
25-Jun-15,10131081H6264H02,BONIVA 3MG/3ML 1ASRG US,BONIVA ,2015,6,111,7,0,118
25-Jun-15,10159525B7219H03,AVASTIN 400MG/16ML 1VIAL IT-CLIN,AVASTIN ,2015,6,27,9,6,42
25-Jun-15,10159525B7219H07,AVASTIN 400MG/16ML 1VIAL IT-CLIN,AVASTIN ,2015,6,40,3,13,56
25-Jun-15,10108989H6253H08,NEORECOR 4000IU/.3ML 1 ASRG IT-PU,NEORECOR ,2015,6,64,6,8,78
25-Jun-15,10159194N1038H05,HERCEPTI 150MG 1VILY IV IT-CLIN,HERCEPTI ,2015,6,50,12,0,62
25-Jun-15,10159194N1039H02,HERCEPTI 150MG 1VILY IV IT-CLIN,HERCEPTI ,2015,6,50,17,-3,64
25-Jun-15,10108957H6281H03,NEORECOR 2000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,6,25,23,7,55
25-Jun-15,10159525B7219H03,AVASTIN 400MG/16ML 1VIAL IT-CLIN,AVASTIN ,2015,6,27,9,6,42
25-Jun-15,10159046B8502H11,AVASTIN 100MG/4ML 1VIAL IT-CLIN,AVASTIN ,2015,6,33,7,2,42
25-Jun-15,10159535B8000H02,AVASTIN 400MG/16ML 1VIAL RO,AVASTIN ,2015,6,54,13,0,67
25-Jun-15,10108980H0625H23,NEORECOR 30000IU/.6ML 1 ASRG IT-PU,NEORECOR ,2015,6,21,4,9,34
25-Jun-15,10159194N1036H02,HERCEPTI 150MG 1VILY IV IT-CLIN,HERCEPTI ,2015,6,6,6,3,15
25-Jun-15,10159253H4586H06,HERCEPTI 150MG 1VILY IV RO,HERCEPTI ,2015,6,15,4,9,28
25-Jun-15,10108997H6253H04,NEORECOR 4000IU/.3ML 6 ASRG RO-BG-PL,NEORECOR ,2015,6,41,12,10,63
25-Jun-15,10159050B8502H05,AVASTIN 100MG/4ML 1VIAL RO,AVASTIN ,2015,6,7,8,13,28
25-Jun-15,10108952H6280H01,NEORECOR 2000IU/.3ML 6 ASRG ELL,NEORECOR ,2015,6,25,18,12,55
25-Jun-15,10108987H0625H09,NEORECOR 30000IU/.6ML 4 ASRG SC,NEORECOR ,2015,6,0,25,37,27
25-Jun-15,10159518B7220H02,AVASTIN 400MG/16ML 1VIAL DK-NO-IS,AVASTIN ,2015,6,35,8,12,55
25-Jun-15,10108996H6253H01,NEORECOR 4000IU/.3ML 6 ASRG NO,NEORECOR ,2015,6,39,14,4,57
25-Jun-15,10128398H6262H02,BONVIVA 3MG/3ML 1ASRG UA,BONVIVA ,2015,6,19,14,0,33
25-Jun-15,10071579H6255H15,BONVIVA 3MG/3ML 1ASRG DK-NO-IS,BONVIVA ,2015,6,26,2,0,28
25-Jun-15,10159235H4594H07,HERCEPTI 150MG 1VILY IV ELL,HERCEPTI ,2015,6,39,10,11,60
25-Jun-15,10110683H6216H01,NEORECOR 5000IU/.3ML 6 ASRG TR,NEORECOR ,2015,6,25,18,5,48
25-Jun-15,10110683H6216H01,NEORECOR 5000IU/.3ML 6 ASRG TR,NEORECOR ,2015,6,25,18,5,48
25-Jun-15,10110635H6280H03,NEORECOR 2000IU/.3ML 6 ASRG TR,NEORECOR ,2015,6,35,8,10,53
25-Jun-15,10110635H6280H03,NEORECOR 2000IU/.3ML 6 ASRG TR,NEORECOR ,2015,6,35,8,10,53
25-Jun-15,10110629H6281H04,RECORMON 2000IU/.3ML 6 ASRG CH,RECORMON ,2015,6,25,23,7,55
25-Jun-15,10110671H0662H10,RECORMON 4000IU/.3ML 6 ASRG CH,RECORMON ,2015,6,39,15,6,60
25-Jun-15,10108943H6207H14,NEORECOR 10000IU/.6ML 6 ASRG FR,NEORECOR ,2015,6,18,17,11,46
25-Jun-15,10080073H6255H17,BONVIVA 3MG/3ML 1ASRG FR,BONVIVA ,2015,6,28,32,14,74
25-Jun-15,10109003H0564H04,NEORECOR 500IU/.3ML 6 ASRG FR,NEORECOR ,2015,6,29,14,10,53
25-Jun-15,10159521B7219H06,AVASTIN 400MG/16ML 1VIAL FR-CLIN,AVASTIN ,2015,6,35,8,11,54
25-Jun-15,10159187N1038H03,HERCEPTI 150MG 1VILY IV FR-CLIN,HERCEPTI ,2015,6,12,6,4,22
25-Jun-15,10108937H6207H15,NEORECOR 10000IU/0.6ML 1ASRG FR-CLIN,NEORECOR ,2015,6,18,4,20,42
25-Jun-15,10108937H6208H01,NEORECOR 10000IU/0.6ML 1ASRG FR-CLIN,NEORECOR ,2015,6,18,4,20,42
25-Jun-15,10108960H0539H04,NEORECOR 20000IU/.6ML 1 ASRG FR-CLIN,NEORECOR ,2015,6,19,3,20,42
25-Jun-15,10109007H6215H03,NEORECOR 5000IU/.3ML 1 ASRG FR-CLIN,NEORECOR ,2015,6,19,3,21,43
25-Jun-15,10109017H0613H05,NEORECOR 6000IU/0.3ML 1ASRG FR-CLIN,NEORECOR ,2015,6,21,1,19,41
25-Jun-15,10159521B7219H06,AVASTIN 400MG/16ML 1VIAL FR-CLIN,AVASTIN ,2015,6,35,8,11,54
25-Jun-15,10159520B7219H05,AVASTIN 400MG/16ML 1VIAL ES,AVASTIN ,2015,6,29,13,14,56
25-Jun-15,10159520B7219H05,AVASTIN 400MG/16ML 1VIAL ES,AVASTIN ,2015,6,29,13,14,56
25-Jun-15,10159520B7220H05,AVASTIN 400MG/16ML 1VIAL ES,AVASTIN ,2015,6,35,11,11,57
25-Jun-15,10159035B8502H16,AVASTIN 100MG/4ML 1VIAL ES,AVASTIN ,2015,6,39,3,12,54
25-Jun-15,10159186N1035H08,HERCEPTI 150MG 1VILY IV ES,HERCEPTI ,2015,6,12,3,11,26
25-Jun-15,10159186N1036H03,HERCEPTI 150MG 1VILY IV ES,HERCEPTI ,2015,6,12,6,4,22
25-Jun-15,10159186N1038H04,HERCEPTI 150MG 1VILY IV ES,HERCEPTI ,2015,6,12,6,4,22
25-Jun-15,10110670H0663H03,RECORMON 4000IU/.3ML 6 ASRG ZA,RECORMON ,2015,6,43,10,9,62
25-Jun-15,10110599H0564H03,RECORMON 500IU/0.3ML 6ASRG ZA,RECORMON ,2015,6,29,13,12,54
25-Jun-15,10145649H6255H09,BONVIVA 3MG/3ML 1ASRG PRISA,BONVIVA ,2015,6,18,10,0,28
25-Jun-15,10110689H0644H06,RECORMON 5000IU/.3ML 6 ASRG PH,RECORMON ,2015,6,41,13,7,61
25-Jun-15,10110689H0645H01,RECORMON 5000IU/.3ML 6 ASRG PH,RECORMON ,2015,6,49,22,5,76
25-Jun-15,10137397H0814H03,RECORMON 2000IU/0.3ML 6ASRG FE-KR,RECORMON ,2015,6,21,15,5,41
25-Jun-15,10137398H0563H04,RECORMON 3000IU/0.3ML 6ASRG FE-KR,RECORMON ,2015,6,21,19,6,46
25-Jun-15,10137399H0659H03,RECORMON 4000IU/0.3ML 6ASRG FE-KR,RECORMON ,2015,6,22,18,3,43
25-Jun-15,10137400H0630H06,RECORMON 5000IU/0.3ML 6ASRG FE-KR,RECORMON ,2015,6,22,18,6,46
25-Jun-15,10137400H0641H01,RECORMON 5000IU/0.3ML 6ASRG FE-KR,RECORMON ,2015,6,22,18,3,43
25-Jun-15,10137401H0611H04,RECORMON 6000IU/0.3ML 6ASRG FE-KR,RECORMON ,2015,6,22,20,5,47
25-Jun-15,10137402H0633H03,RECORMON 10000IU/0.6ML 6ASRG FE-KR,RECORMON ,2015,6,36,6,4,46
25-Jun-15,10130026H0548H38,MIRCERA 200MCG/0.3ML 1ASRG KR,MIRCERA ,2015,6,18,24,8,50
25-Jun-15,10130023H0565H06,MIRCERA 100MCG/0.3ML 1ASRG KR,MIRCERA ,2015,6,5,7,9,21
25-Jun-15,10097663H6262H05,BONVIVA 3MG/3ML 1 ASRG PK,BONVIVA ,2015,6,39,18,20,77
25-Jun-15,10121906H0551H10,MIRCERA 150MCG/.3ML 1 ASRG ZA,MIRCERA ,2015,6,54,10,10,74
25-Jun-15,10095652H0551H09,MIRCERA 150MCG/.3ML 1 ASRG RO-BG-PL,MIRCERA ,2015,6,18,3,11,32
#NUM!,10109002H0562H01,NEORECOR 500IU/.3ML 6 ASRG ES-PT,NEORECOR ,#NUM!,#NUM!,0,13,9,0
#NUM!,10109002H0565H01,NEORECOR 500IU/.3ML 6 ASRG ES-PT,NEORECOR ,#NUM!,#NUM!,0,10,5,0
25-Jun-15,10159534B8000H05,AVASTIN 400MG/16ML 1VIAL PT,AVASTIN ,2015,6,54,13,0,67
25-Jun-15,10109022H6213H12,NEORECOR 6000IU/.3ML 6 ASRG ES-PT,NEORECOR ,2015,6,22,20,6,48
25-Jun-15,10159049B8502H13,AVASTIN 100MG/4ML 1VIAL PT,AVASTIN ,2015,6,35,7,6,48
#NUM!,10108953H6279H05,NEORECOR 2000IU/.3ML 6 ASRG ES-PT,NEORECOR ,#NUM!,#NUM!,0,16,6,0
#NUM!,10108953H6280H05,NEORECOR 2000IU/.3ML 6 ASRG ES-PT,NEORECOR ,#NUM!,#NUM!,0,16,6,0
25-Jun-15,10108984H0625H21,NEORECOR 30000IU/.6ML 4 ASRG ES-PT,NEORECOR ,2015,6,4,11,7,22
25-Jun-15,10108942H6208H03,NEORECOR 10000IU/.6ML 6 ASRG ES-PT,NEORECOR ,2015,6,40,13,8,61
25-Jun-15,10109002H0565H01,NEORECOR 500IU/.3ML 6 ASRG ES-PT,NEORECOR ,2015,6,33,10,5,48
25-Jun-15,10112504H0547H27,MIRCERA 120MCG/.3ML 1 ASRG SE-FI,MIRCERA ,2015,6,4,8,15,27
25-Jun-15,10110655H0823H02,RECORMON 2000IU/0.3ML 6ASRG VN,RECORMON ,2015,6,41,12,16,69
25-Jun-15,10112463H0548H08,MIRCERA 30MCG/.3ML 1 ASRG DK-NO-IS,MIRCERA ,2015,6,0,3,104,13
25-Jun-15,10112463H0548H09,MIRCERA 30MCG/.3ML 1 ASRG DK-NO-IS,MIRCERA ,2015,6,0,7,70,13
25-Jun-15,10095637H0547H33,MIRCERA 120MCG/.3ML 1 ASRG ELL,MIRCERA ,2015,6,84,8,11,103
25-Jun-15,10085298H0565H13,MIRCERA 100MCG/.3ML 1 ASRG AR,MIRCERA ,2015,6,62,27,3,92
#NUM!,10108955H6280H06,NEORECOR 2000IU/.3ML 6 ASRG GB-IE-GRCY,NEORECOR ,#NUM!,#NUM!,0,13,6,0
25-Jun-15,10159040B8500H28,AVASTIN 100MG/4ML 1VIAL GB-IE,AVASTIN ,2015,6,19,6,9,34
25-Jun-15,10159522B7216H19,AVASTIN 400MG/16ML 1VIAL GB-IE,AVASTIN ,2015,6,29,3,9,41
25-Jun-15,10159522B8000H01,AVASTIN 400MG/16ML 1VIAL GB-IE,AVASTIN ,2015,6,53,11,3,67
25-Jun-15,10108986H0625H20,NEORECOR 30000IU/.6ML 4 ASRG GB-IE-GRCY,NEORECOR ,2015,6,4,11,11,26
25-Jun-15,10159239H4594H03,HERCEPTI 150MG 1VILY IV GB-IE,HERCEPTI ,2015,6,21,7,18,46
25-Jun-15,10159239H4594H04,HERCEPTI 150MG 1VILY IV GB-IE,HERCEPTI ,2015,6,21,8,17,46
25-Jun-15,10108989H6251H09,NEORECOR 4000IU/.3ML 1 ASRG IT-PU,NEORECOR ,2015,6,21,1,12,34
25-Jun-15,10108995H6253H03,NEORECOR 4000IU/.3ML 6 ASRG GB-IE-GRCY,NEORECOR ,2015,6,39,14,4,57
25-Jun-15,10108944H0635H08,NEORECOR 10000IU/.6ML 6 ASRG GB-IE-GRCY,NEORECOR ,2015,6,40,13,8,61
25-Jun-15,10159522B8000H01,AVASTIN 400MG/16ML 1VIAL GB-IE,AVASTIN ,2015,6,53,11,3,67
25-Jun-15,10159239H4594H04,HERCEPTI 150MG 1VILY IV GB-IE,HERCEPTI ,2015,6,21,8,17,46
25-Jun-15,10159522B7216H19,AVASTIN 400MG/16ML 1VIAL GB-IE,AVASTIN ,2015,6,29,3,9,41
25-Jun-15,10159241H4586H08,HERCEPTI 150MG 1VILY IV GR,HERCEPTI ,2015,6,15,4,13,32
#NUM!,10108944H0635H08,NEORECOR 10000IU/.6ML 6 ASRG GB-IE-GRCY,NEORECOR ,#NUM!,#NUM!,0,13,8,0
#NUM!,10109012H6215H08,NEORECOR 5000IU/.3ML 6 ASRG GB-IE-GRCY,NEORECOR ,#NUM!,#NUM!,0,15,6,0
25-Jun-15,10159042B8502H14,AVASTIN 100MG/4ML 1VIAL GR-CY,AVASTIN ,2015,6,35,7,6,48
25-Jun-15,10159523B7220H07,AVASTIN 400MG/16ML 1VIAL GR-CY,AVASTIN ,2015,6,35,13,9,57
25-Jun-15,10109002H0563H01,NEORECOR 500IU/.3ML 6 ASRG ES-PT,NEORECOR ,2015,6,26,10,11,47
25-Jun-15,10095599H0558H09,MIRCERA 75MCG/.3ML 1 ASRG ES-PT,MIRCERA ,2015,6,48,20,6,74
25-Jun-15,10095647H0550H25,MIRCERA 150MCG/.3ML 1 ASRG ES-PT,MIRCERA ,2015,6,0,8,16,-27
25-Jun-15,10095660H0548H37,MIRCERA 200MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA ,2015,6,18,44,5,67
25-Jun-15,10095602H0558H10,MIRCERA 75MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA ,2015,6,48,15,5,68
25-Jun-15,10095670H0548H07,MIRCERA 250MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA ,2015,6,6,8,8,22
25-Jun-15,10095641H0547H28,MIRCERA 120MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA ,2015,6,54,9,5,68
25-Jun-15,10095641H0547H28,MIRCERA 120MCG/.3ML 1 ASRG GB-IE-GRCY,MIRCERA ,2015,6,54,9,5,68
25-Jun-15,10071606H6255H16,BONVIVA 3MG/3ML 1ASRG GB-IE,BONVIVA ,2015,6,26,7,0,33
26-Jun-15,10133182H6280H02,RECORMON 2000IU/0.3ML 6ASRG MY,RECORMON ,2015,6,32,13,4,49
26-Jun-15,10133182H6282H01,RECORMON 2000IU/0.3ML 6ASRG MY,RECORMON ,2015,6,32,13,8,53
26-Jun-15,10142060H0662H09,RECORMON 4000IU/0.3ML 6ASRG PRISA,RECORMON ,2015,6,0,11,11,18
26-Jun-15,10142054H0824H02,RECORMON 2000IU/0.3ML 6ASRG PRISA,RECORMON ,2015,6,46,6,16,68
26-Jun-15,10067133H1085H06,BONDRONA 6MG/6ML 1VIAL CIS,BONDRONA ,2015,6,73,15,3,91
30-Jun-15,10159040B8502H22,AVASTIN 100MG/4ML 1VIAL GB-IE,AVASTIN ,2015,6,49,16,0,65
30-Jun-15,10081060H6262H04,BONVIVA 3MG/3ML 1ASRG KZ,BONVIVA ,2015,6,30,35,0,65
30-Jun-15,10107679H0824H04,RECORMON 2000IU/0.3ML 6ASRG KZ,RECORMON ,2015,6,49,6,9,64
7-Jul-15,10161486H1086H01,BONDRONA 6MG/6ML 1VIAL CN,BONDRONA ,2015,7,29,33,-4,58
15-Jul-15,10108936H0682H06,NEORECOR 50000IU 1 VILY PL,NEORECOR ,2015,7,0,4,20,19
17-Jul-15,10154386H0566H02,MIRCERA 100MCG/0.3ML 1ASRG US,MIRCERA ,2015,7,13,19,2,34
17-Jul-15,10154386H0567H01,MIRCERA 100MCG/0.3ML 1ASRG US,MIRCERA ,2015,7,18,15,7,40
17-Jul-15,10154386H0570H01,MIRCERA 100MCG/0.3ML 1ASRG US,MIRCERA ,2015,7,24,15,7,46
20-Jul-15,10154383H0526H01,MIRCERA 50MCG/0.3ML 1ASRG US,MIRCERA ,2015,7,0,15,10,-10
20-Jul-15,10154383H0526H01,MIRCERA 50MCG/0.3ML 1ASRG US,MIRCERA ,2015,7,0,15,10,-10
20-Jul-15,10154385H0567H01,MIRCERA 75MCG/0.3ML 1ASRG US,MIRCERA ,2015,7,0,13,8,18
23-Jul-15,10086767H6255H08,BONVIVA 3MG/3ML 1ASRG CIS,BONVIVA ,2015,7,0,26,-1,4
27-Jul-15,10159031B8502H19,AVASTIN 100MG/4ML 1VIAL DE,AVASTIN ,2015,7,22,13,0,35
27-Jul-15,10108990H6253H02,NEORECOR 4000IU/.3ML 6 ASRG CZSKHUSI,NEORECOR ,2015,7,7,14,4,25
